replicate_id,time,infected_fraction
8,138,0.0
8,139,0.0
8,140,0.0
8,141,0.0
8,142,0.0
8,143,0.0
8,144,0.0
8,145,0.0
8,146,0.0
8,147,0.0
8,148,0.0
8,149,0.0
8,150,0.0
8,151,0.0
8,152,0.0
8,153,0.0
8,154,0.0
8,155,0.0
8,156,0.0
8,157,0.0
8,158,0.0
8,159,0.0
8,160,0.0
8,161,0.0
8,162,0.0
8,163,0.0
8,164,0.0
8,165,0.0
8,166,0.0
8,167,0.0
8,168,0.0
8,169,0.0
8,170,0.0
8,171,0.0
8,172,0.0
8,173,0.0
8,174,0.0
8,175,0.0
8,176,0.0
8,177,0.0
8,178,0.0
8,179,0.0
8,180,0.0
8,181,0.0
8,182,0.0
8,183,0.0
8,184,0.0
8,185,0.0
8,186,0.0
8,187,0.0
8,188,0.0
8,189,0.0
8,190,0.0
8,191,0.0
8,192,0.0
8,193,0.0
8,194,0.0
8,195,0.0
8,196,0.0
8,197,0.0
8,198,0.0
8,199,0.0
8,200,0.0
9,0,0.025
9,1,0.075
9,2,0.155
9,3,0.25
9,4,0.37
9,5,0.48
9,6,0.605
9,7,0.665
9,8,0.665
9,9,0.65
9,10,0.615
9,11,0.575
9,12,0.54
9,13,0.52
9,14,0.475
9,15,0.455
9,16,0.425
9,17,0.38
9,18,0.355
9,19,0.33
9,20,0.32
9,21,0.285
9,22,0.255
9,23,0.245
9,24,0.235
9,25,0.23
9,26,0.2
9,27,0.175
9,28,0.16
9,29,0.135
9,30,0.13
9,31,0.125
9,32,0.11
9,33,0.09
9,34,0.08
9,35,0.065
9,36,0.065
9,37,0.06
9,38,0.055
9,39,0.045
9,40,0.04
9,41,0.035
9,42,0.035
9,43,0.03
9,44,0.015
9,45,0.015
9,46,0.015
9,47,0.015
9,48,0.015
9,49,0.01
9,50,0.01
9,51,0.01
9,52,0.01
9,53,0.005
9,54,0.0
9,55,0.0
9,56,0.0
9,57,0.0
9,58,0.0
9,59,0.0
9,60,0.0
9,61,0.0
9,62,0.0
9,63,0.0
9,64,0.0
9,65,0.0
9,66,0.0
9,67,0.0
9,68,0.0
9,69,0.0
9,70,0.0
9,71,0.0
9,72,0.0
9,73,0.0
9,74,0.0
9,75,0.0
9,76,0.0
9,77,0.0
9,78,0.0
9,79,0.0
9,80,0.0
9,81,0.0
9,82,0.0
9,83,0.0
9,84,0.0
9,85,0.0
9,86,0.0
9,87,0.0
9,88,0.0
9,89,0.0
9,90,0.0
9,91,0.0
9,92,0.0
9,93,0.0
9,94,0.0
9,95,0.0
9,96,0.0
9,97,0.0
9,98,0.0
9,99,0.0
9,100,0.0
9,101,0.0
9,102,0.0
9,103,0.0
9,104,0.0
9,105,0.0
9,106,0.0
9,107,0.0
9,108,0.0
9,109,0.0
9,110,0.0
9,111,0.0
9,112,0.0
9,113,0.0
9,114,0.0
9,115,0.0
9,116,0.0
9,117,0.0
9,118,0.0
9,119,0.0
9,120,0.0
9,121,0.0
9,122,0.0
9,123,0.0
9,124,0.0
9,125,0.0
9,126,0.0
9,127,0.0
9,128,0.0
9,129,0.0
9,130,0.0
9,131,0.0
9,132,0.0
9,133,0.0
9,134,0.0
9,135,0.0
9,136,0.0
9,137,0.0
9,138,0.0
9,139,0.0
9,140,0.0
9,141,0.0
9,142,0.0
9,143,0.0
9,144,0.0
9,145,0.0
9,146,0.0
9,147,0.0
9,148,0.0
9,149,0.0
9,150,0.0
9,151,0.0
9,152,0.0
9,153,0.0
9,154,0.0
9,155,0.0
9,156,0.0
9,157,0.0
9,158,0.0
9,159,0.0
9,160,0.0
9,161,0.0
9,162,0.0
9,163,0.0
9,164,0.0
9,165,0.0
9,166,0.0
9,167,0.0
9,168,0.0
9,169,0.0
9,170,0.0
9,171,0.0
9,172,0.0
9,173,0.0
9,174,0.0
9,175,0.0
9,176,0.0
9,177,0.0
9,178,0.0
9,179,0.0
9,180,0.0
9,181,0.0
9,182,0.0
9,183,0.0
9,184,0.0
9,185,0.0
9,186,0.0
9,187,0.0
9,188,0.0
9,189,0.0
9,190,0.0
9,191,0.0
9,192,0.0
9,193,0.0
9,194,0.0
9,195,0.0
9,196,0.0
9,197,0.0
9,198,0.0
9,199,0.0
9,200,0.0
10,0,0.025
10,1,0.035
10,2,0.055
10,3,0.09
10,4,0.13
10,5,0.17
10,6,0.22
10,7,0.285
10,8,0.36
10,9,0.465
10,10,0.6
10,11,0.66
10,12,0.665
10,13,0.64
10,14,0.595
10,15,0.565
10,16,0.515
10,17,0.475
10,18,0.44
10,19,0.415
10,20,0.39
10,21,0.37
10,22,0.355
10,23,0.32
10,24,0.31
10,25,0.295
10,26,0.27
10,27,0.26
10,28,0.25
10,29,0.235
10,30,0.205
10,31,0.195
10,32,0.175
10,33,0.165
10,34,0.15
10,35,0.145
10,36,0.135
10,37,0.135
10,38,0.135
10,39,0.115
10,40,0.105
10,41,0.095
10,42,0.085
10,43,0.08
10,44,0.08
10,45,0.08
10,46,0.08
10,47,0.075
10,48,0.075
10,49,0.075
10,50,0.07
10,51,0.065
10,52,0.06
10,53,0.055
10,54,0.05
10,55,0.05
10,56,0.045
10,57,0.045
10,58,0.04
10,59,0.04
10,60,0.04
10,61,0.025
10,62,0.025
10,63,0.02
10,64,0.02
10,65,0.01
10,66,0.01
10,67,0.01
10,68,0.005
10,69,0.005
10,70,0.005
10,71,0.005
10,72,0.005
10,73,0.005
10,74,0.005
10,75,0.005
10,76,0.005
10,77,0.005
10,78,0.005
10,79,0.005
10,80,0.005
10,81,0.005
10,82,0.005
10,83,0.005
10,84,0.005
10,85,0.005
10,86,0.005
10,87,0.005
10,88,0.005
10,89,0.005
10,90,0.005
10,91,0.005
10,92,0.005
10,93,0.005
10,94,0.005
10,95,0.005
10,96,0.005
10,97,0.005
10,98,0.005
10,99,0.005
10,100,0.005
10,101,0.005
10,102,0.005
10,103,0.005
10,104,0.005
10,105,0.005
10,106,0.005
10,107,0.0
10,108,0.0
10,109,0.0
10,110,0.0
10,111,0.0
10,112,0.0
10,113,0.0
10,114,0.0
10,115,0.0
10,116,0.0
10,117,0.0
10,118,0.0
10,119,0.0
10,120,0.0
10,121,0.0
10,122,0.0
10,123,0.0
10,124,0.0
10,125,0.0
10,126,0.0
10,127,0.0
10,128,0.0
10,129,0.0
10,130,0.0
10,131,0.0
10,132,0.0
10,133,0.0
10,134,0.0
10,135,0.0
10,136,0.0
10,137,0.0
10,138,0.0
10,139,0.0
10,140,0.0
10,141,0.0
10,142,0.0
10,143,0.0
10,144,0.0
10,145,0.0
10,146,0.0
10,147,0.0
10,148,0.0
10,149,0.0
10,150,0.0
10,151,0.0
10,152,0.0
10,153,0.0
10,154,0.0
10,155,0.0
10,156,0.0
10,157,0.0
10,158,0.0
10,159,0.0
10,160,0.0
10,161,0.0
10,162,0.0
10,163,0.0
10,164,0.0
10,165,0.0
10,166,0.0
10,167,0.0
10,168,0.0
10,169,0.0
10,170,0.0
10,171,0.0
10,172,0.0
10,173,0.0
10,174,0.0
10,175,0.0
10,176,0.0
10,177,0.0
10,178,0.0
10,179,0.0
10,180,0.0
10,181,0.0
10,182,0.0
10,183,0.0
10,184,0.0
10,185,0.0
10,186,0.0
10,187,0.0
10,188,0.0
10,189,0.0
10,190,0.0
10,191,0.0
10,192,0.0
10,193,0.0
10,194,0.0
10,195,0.0
10,196,0.0
10,197,0.0
10,198,0.0
10,199,0.0
10,200,0.0
11,0,0.025
11,1,0.08
11,2,0.14
11,3,0.22
11,4,0.315
11,5,0.44
11,6,0.515
11,7,0.59
11,8,0.635
11,9,0.63
11,10,0.55
11,11,0.5
11,12,0.46
11,13,0.435
11,14,0.385
11,15,0.355
11,16,0.305
11,17,0.27
11,18,0.26
11,19,0.25
11,20,0.23
11,21,0.205
11,22,0.195
11,23,0.185
11,24,0.17
11,25,0.155
11,26,0.15
11,27,0.14
11,28,0.13
11,29,0.13
11,30,0.13
11,31,0.12
11,32,0.105
11,33,0.1
11,34,0.095
11,35,0.08
11,36,0.08
11,37,0.075
11,38,0.055
11,39,0.05
11,40,0.04
11,41,0.03
11,42,0.025
11,43,0.025
11,44,0.025
11,45,0.025
11,46,0.025
11,47,0.025
11,48,0.025
11,49,0.025
11,50,0.02
11,51,0.02
11,52,0.02
11,53,0.02
11,54,0.02
11,55,0.02
11,56,0.02
11,57,0.015
11,58,0.015
11,59,0.015
11,60,0.015
11,61,0.015
11,62,0.015
11,63,0.015
11,64,0.015
11,65,0.015
11,66,0.015
11,67,0.01
11,68,0.01
11,69,0.005
11,70,0.0
11,71,0.0
11,72,0.0
11,73,0.0
11,74,0.0
11,75,0.0
11,76,0.0
11,77,0.0
11,78,0.0
11,79,0.0
11,80,0.0
11,81,0.0
11,82,0.0
11,83,0.0
11,84,0.0
11,85,0.0
11,86,0.0
11,87,0.0
11,88,0.0
11,89,0.0
11,90,0.0
11,91,0.0
11,92,0.0
11,93,0.0
11,94,0.0
11,95,0.0
11,96,0.0
11,97,0.0
11,98,0.0
11,99,0.0
11,100,0.0
11,101,0.0
11,102,0.0
11,103,0.0
11,104,0.0
11,105,0.0
11,106,0.0
11,107,0.0
11,108,0.0
11,109,0.0
11,110,0.0
11,111,0.0
11,112,0.0
11,113,0.0
11,114,0.0
11,115,0.0
11,116,0.0
11,117,0.0
11,118,0.0
11,119,0.0
11,120,0.0
11,121,0.0
11,122,0.0
11,123,0.0
11,124,0.0
11,125,0.0
11,126,0.0
11,127,0.0
11,128,0.0
11,129,0.0
11,130,0.0
11,131,0.0
11,132,0.0
11,133,0.0
11,134,0.0
11,135,0.0
11,136,0.0
11,137,0.0
11,138,0.0
11,139,0.0
11,140,0.0
11,141,0.0
11,142,0.0
11,143,0.0
11,144,0.0
11,145,0.0
11,146,0.0
11,147,0.0
11,148,0.0
11,149,0.0
11,150,0.0
11,151,0.0
11,152,0.0
11,153,0.0
11,154,0.0
11,155,0.0
11,156,0.0
11,157,0.0
11,158,0.0
11,159,0.0
11,160,0.0
11,161,0.0
11,162,0.0
11,163,0.0
11,164,0.0
11,165,0.0
11,166,0.0
11,167,0.0
11,168,0.0
11,169,0.0
11,170,0.0
11,171,0.0
11,172,0.0
11,173,0.0
11,174,0.0
11,175,0.0
11,176,0.0
11,177,0.0
11,178,0.0
11,179,0.0
11,180,0.0
11,181,0.0
11,182,0.0
11,183,0.0
11,184,0.0
11,185,0.0
11,186,0.0
11,187,0.0
11,188,0.0
11,189,0.0
11,190,0.0
11,191,0.0
11,192,0.0
11,193,0.0
11,194,0.0
11,195,0.0
11,196,0.0
11,197,0.0
11,198,0.0
11,199,0.0
11,200,0.0
12,0,0.025
12,1,0.09
12,2,0.18
12,3,0.305
12,4,0.525
12,5,0.675
12,6,0.74
12,7,0.77
12,8,0.765
12,9,0.69
12,10,0.625
12,11,0.57
12,12,0.53
12,13,0.445
12,14,0.425
12,15,0.385
12,16,0.375
12,17,0.345
12,18,0.315
12,19,0.285
12,20,0.255
12,21,0.23
12,22,0.2
12,23,0.175
12,24,0.175
12,25,0.145
12,26,0.135
12,27,0.12
12,28,0.115
12,29,0.11
12,30,0.105
12,31,0.1
12,32,0.095
12,33,0.09
12,34,0.075
12,35,0.065
12,36,0.055
12,37,0.055
12,38,0.04
12,39,0.04
12,40,0.04
12,41,0.035
12,42,0.035
12,43,0.035
12,44,0.035
12,45,0.03
12,46,0.025
12,47,0.02
12,48,0.02
12,49,0.02
12,50,0.015
12,51,0.015
12,52,0.015
12,53,0.01
12,54,0.01
12,55,0.01
12,56,0.01
12,57,0.01
12,58,0.01
12,59,0.01
12,60,0.005
12,61,0.005
12,62,0.005
12,63,0.005
12,64,0.005
12,65,0.005
12,66,0.005
12,67,0.005
12,68,0.0
12,69,0.0
12,70,0.0
12,71,0.0
12,72,0.0
12,73,0.0
12,74,0.0
12,75,0.0
12,76,0.0
12,77,0.0
12,78,0.0
12,79,0.0
12,80,0.0
12,81,0.0
12,82,0.0
12,83,0.0
12,84,0.0
12,85,0.0
12,86,0.0
12,87,0.0
12,88,0.0
12,89,0.0
12,90,0.0
12,91,0.0
12,92,0.0
12,93,0.0
12,94,0.0
12,95,0.0
12,96,0.0
12,97,0.0
12,98,0.0
12,99,0.0
12,100,0.0
12,101,0.0
12,102,0.0
12,103,0.0
12,104,0.0
12,105,0.0
12,106,0.0
12,107,0.0
12,108,0.0
12,109,0.0
12,110,0.0
12,111,0.0
12,112,0.0
12,113,0.0
12,114,0.0
12,115,0.0
12,116,0.0
12,117,0.0
12,118,0.0
12,119,0.0
12,120,0.0
12,121,0.0
12,122,0.0
12,123,0.0
12,124,0.0
12,125,0.0
12,126,0.0
12,127,0.0
12,128,0.0
12,129,0.0
12,130,0.0
12,131,0.0
12,132,0.0
12,133,0.0
12,134,0.0
12,135,0.0
12,136,0.0
12,137,0.0
12,138,0.0
12,139,0.0
12,140,0.0
12,141,0.0
12,142,0.0
12,143,0.0
12,144,0.0
12,145,0.0
12,146,0.0
12,147,0.0
12,148,0.0
12,149,0.0
12,150,0.0
12,151,0.0
12,152,0.0
12,153,0.0
12,154,0.0
12,155,0.0
12,156,0.0
12,157,0.0
12,158,0.0
12,159,0.0
12,160,0.0
12,161,0.0
12,162,0.0
12,163,0.0
12,164,0.0
12,165,0.0
12,166,0.0
12,167,0.0
12,168,0.0
12,169,0.0
12,170,0.0
12,171,0.0
12,172,0.0
12,173,0.0
12,174,0.0
12,175,0.0
12,176,0.0
12,177,0.0
12,178,0.0
12,179,0.0
12,180,0.0
12,181,0.0
12,182,0.0
12,183,0.0
12,184,0.0
12,185,0.0
12,186,0.0
12,187,0.0
12,188,0.0
12,189,0.0
12,190,0.0
12,191,0.0
12,192,0.0
12,193,0.0
12,194,0.0
12,195,0.0
12,196,0.0
12,197,0.0
12,198,0.0
12,199,0.0
12,200,0.0
13,0,0.025
13,1,0.06
13,2,0.155
13,3,0.255
13,4,0.41
13,5,0.55
13,6,0.64
13,7,0.67
13,8,0.67
13,9,0.645
13,10,0.625
13,11,0.575
13,12,0.5
13,13,0.465
13,14,0.42
13,15,0.345
13,16,0.31
13,17,0.29
13,18,0.26
13,19,0.205
13,20,0.195
13,21,0.185
13,22,0.17
13,23,0.16
13,24,0.13
13,25,0.125
13,26,0.12
13,27,0.11
13,28,0.1
13,29,0.1
13,30,0.085
13,31,0.08
13,32,0.07
13,33,0.06
13,34,0.06
13,35,0.06
13,36,0.05
13,37,0.045
13,38,0.035
13,39,0.03
13,40,0.03
13,41,0.025
13,42,0.025
13,43,0.02
13,44,0.02
13,45,0.015
13,46,0.01
13,47,0.01
13,48,0.01
13,49,0.01
13,50,0.005
13,51,0.005
13,52,0.005
13,53,0.005
13,54,0.005
13,55,0.005
13,56,0.005
13,57,0.0
13,58,0.0
13,59,0.0
13,60,0.0
13,61,0.0
13,62,0.0
13,63,0.0
13,64,0.0
13,65,0.0
13,66,0.0
13,67,0.0
13,68,0.0
13,69,0.0
13,70,0.0
13,71,0.0
13,72,0.0
13,73,0.0
13,74,0.0
13,75,0.0
13,76,0.0
13,77,0.0
13,78,0.0
13,79,0.0
13,80,0.0
13,81,0.0
13,82,0.0
13,83,0.0
13,84,0.0
13,85,0.0
13,86,0.0
13,87,0.0
13,88,0.0
13,89,0.0
13,90,0.0
13,91,0.0
13,92,0.0
13,93,0.0
13,94,0.0
13,95,0.0
13,96,0.0
13,97,0.0
13,98,0.0
13,99,0.0
13,100,0.0
13,101,0.0
13,102,0.0
13,103,0.0
13,104,0.0
13,105,0.0
13,106,0.0
13,107,0.0
13,108,0.0
13,109,0.0
13,110,0.0
13,111,0.0
13,112,0.0
13,113,0.0
13,114,0.0
13,115,0.0
13,116,0.0
13,117,0.0
13,118,0.0
13,119,0.0
13,120,0.0
13,121,0.0
13,122,0.0
13,123,0.0
13,124,0.0
13,125,0.0
13,126,0.0
13,127,0.0
13,128,0.0
13,129,0.0
13,130,0.0
13,131,0.0
13,132,0.0
13,133,0.0
13,134,0.0
13,135,0.0
13,136,0.0
13,137,0.0
13,138,0.0
13,139,0.0
13,140,0.0
13,141,0.0
13,142,0.0
13,143,0.0
13,144,0.0
13,145,0.0
13,146,0.0
13,147,0.0
13,148,0.0
13,149,0.0
13,150,0.0
13,151,0.0
13,152,0.0
13,153,0.0
13,154,0.0
13,155,0.0
13,156,0.0
13,157,0.0
13,158,0.0
13,159,0.0
13,160,0.0
13,161,0.0
13,162,0.0
13,163,0.0
13,164,0.0
13,165,0.0
13,166,0.0
13,167,0.0
13,168,0.0
13,169,0.0
13,170,0.0
13,171,0.0
13,172,0.0
13,173,0.0
13,174,0.0
13,175,0.0
13,176,0.0
13,177,0.0
13,178,0.0
13,179,0.0
13,180,0.0
13,181,0.0
13,182,0.0
13,183,0.0
13,184,0.0
13,185,0.0
13,186,0.0
13,187,0.0
13,188,0.0
13,189,0.0
13,190,0.0
13,191,0.0
13,192,0.0
13,193,0.0
13,194,0.0
13,195,0.0
13,196,0.0
13,197,0.0
13,198,0.0
13,199,0.0
13,200,0.0
14,0,0.025
14,1,0.05
14,2,0.075
14,3,0.115
14,4,0.17
14,5,0.275
14,6,0.34
14,7,0.435
14,8,0.6
14,9,0.67
14,10,0.69
14,11,0.66
14,12,0.61
14,13,0.565
14,14,0.525
14,15,0.475
14,16,0.39
14,17,0.345
14,18,0.31
14,19,0.28
14,20,0.26
14,21,0.24
14,22,0.205
14,23,0.185
14,24,0.18
14,25,0.165
14,26,0.16
14,27,0.15
14,28,0.145
14,29,0.125
14,30,0.115
14,31,0.105
14,32,0.09
14,33,0.09
14,34,0.08
14,35,0.075
14,36,0.07
14,37,0.065
14,38,0.065
14,39,0.055
14,40,0.055
14,41,0.045
14,42,0.045
14,43,0.035
14,44,0.035
14,45,0.035
14,46,0.03
14,47,0.03
14,48,0.03
14,49,0.015
14,50,0.015
14,51,0.015
14,52,0.015
14,53,0.015
14,54,0.015
14,55,0.015
14,56,0.015
14,57,0.015
14,58,0.01
14,59,0.01
14,60,0.01
14,61,0.01
14,62,0.01
14,63,0.01
14,64,0.01
14,65,0.01
14,66,0.01
14,67,0.01
14,68,0.01
14,69,0.01
14,70,0.01
14,71,0.01
14,72,0.01
14,73,0.01
14,74,0.01
14,75,0.005
14,76,0.005
14,77,0.005
14,78,0.005
14,79,0.005
14,80,0.005
14,81,0.005
14,82,0.005
14,83,0.0
14,84,0.0
14,85,0.0
14,86,0.0
14,87,0.0
14,88,0.0
14,89,0.0
14,90,0.0
14,91,0.0
14,92,0.0
14,93,0.0
14,94,0.0
14,95,0.0
14,96,0.0
14,97,0.0
14,98,0.0
14,99,0.0
14,100,0.0
14,101,0.0
14,102,0.0
14,103,0.0
14,104,0.0
14,105,0.0
14,106,0.0
14,107,0.0
14,108,0.0
14,109,0.0
14,110,0.0
14,111,0.0
14,112,0.0
14,113,0.0
14,114,0.0
14,115,0.0
14,116,0.0
14,117,0.0
14,118,0.0
14,119,0.0
14,120,0.0
14,121,0.0
14,122,0.0
14,123,0.0
14,124,0.0
14,125,0.0
14,126,0.0
14,127,0.0
14,128,0.0
14,129,0.0
14,130,0.0
14,131,0.0
14,132,0.0
14,133,0.0
14,134,0.0
14,135,0.0
14,136,0.0
14,137,0.0
14,138,0.0
14,139,0.0
14,140,0.0
14,141,0.0
14,142,0.0
14,143,0.0
14,144,0.0
14,145,0.0
14,146,0.0
14,147,0.0
14,148,0.0
14,149,0.0
14,150,0.0
14,151,0.0
14,152,0.0
14,153,0.0
14,154,0.0
14,155,0.0
14,156,0.0
14,157,0.0
14,158,0.0
14,159,0.0
14,160,0.0
14,161,0.0
14,162,0.0
14,163,0.0
14,164,0.0
14,165,0.0
14,166,0.0
14,167,0.0
14,168,0.0
14,169,0.0
14,170,0.0
14,171,0.0
14,172,0.0
14,173,0.0
14,174,0.0
14,175,0.0
14,176,0.0
14,177,0.0
14,178,0.0
14,179,0.0
14,180,0.0
14,181,0.0
14,182,0.0
14,183,0.0
14,184,0.0
14,185,0.0
14,186,0.0
14,187,0.0
14,188,0.0
14,189,0.0
14,190,0.0
14,191,0.0
14,192,0.0
14,193,0.0
14,194,0.0
14,195,0.0
14,196,0.0
14,197,0.0
14,198,0.0
14,199,0.0
14,200,0.0
15,0,0.025
15,1,0.065
15,2,0.095
15,3,0.135
15,4,0.195
15,5,0.245
15,6,0.32
15,7,0.405
15,8,0.455
15,9,0.49
15,10,0.535
15,11,0.57
15,12,0.565
15,13,0.515
15,14,0.475
15,15,0.44
15,16,0.415
15,17,0.345
15,18,0.33
15,19,0.32
15,20,0.295
15,21,0.245
15,22,0.235
15,23,0.215
15,24,0.195
15,25,0.175
15,26,0.16
15,27,0.16
15,28,0.155
15,29,0.13
15,30,0.105
15,31,0.1
15,32,0.095
15,33,0.09
15,34,0.085
15,35,0.08
15,36,0.075
15,37,0.075
15,38,0.07
15,39,0.07
15,40,0.055
15,41,0.055
15,42,0.055
15,43,0.045
15,44,0.035
15,45,0.035
15,46,0.025
15,47,0.02
15,48,0.02
15,49,0.02
15,50,0.01
15,51,0.01
15,52,0.01
15,53,0.01
15,54,0.01
15,55,0.01
15,56,0.01
15,57,0.01
15,58,0.01
15,59,0.01
15,60,0.01
15,61,0.005
15,62,0.005
15,63,0.005
15,64,0.005
15,65,0.005
15,66,0.005
15,67,0.005
15,68,0.005
15,69,0.005
15,70,0.005
15,71,0.0
15,72,0.0
15,73,0.0
15,74,0.0
15,75,0.0
15,76,0.0
15,77,0.0
15,78,0.0
15,79,0.0
15,80,0.0
15,81,0.0
15,82,0.0
15,83,0.0
15,84,0.0
15,85,0.0
15,86,0.0
15,87,0.0
15,88,0.0
15,89,0.0
15,90,0.0
15,91,0.0
15,92,0.0
15,93,0.0
15,94,0.0
15,95,0.0
15,96,0.0
15,97,0.0
15,98,0.0
15,99,0.0
15,100,0.0
15,101,0.0
15,102,0.0
15,103,0.0
15,104,0.0
15,105,0.0
15,106,0.0
15,107,0.0
15,108,0.0
15,109,0.0
15,110,0.0
15,111,0.0
15,112,0.0
15,113,0.0
15,114,0.0
15,115,0.0
15,116,0.0
15,117,0.0
15,118,0.0
15,119,0.0
15,120,0.0
15,121,0.0
15,122,0.0
15,123,0.0
15,124,0.0
15,125,0.0
15,126,0.0
15,127,0.0
15,128,0.0
15,129,0.0
15,130,0.0
15,131,0.0
15,132,0.0
15,133,0.0
15,134,0.0
15,135,0.0
15,136,0.0
15,137,0.0
15,138,0.0
15,139,0.0
15,140,0.0
15,141,0.0
15,142,0.0
15,143,0.0
15,144,0.0
15,145,0.0
15,146,0.0
15,147,0.0
15,148,0.0
15,149,0.0
15,150,0.0
15,151,0.0
15,152,0.0
15,153,0.0
15,154,0.0
15,155,0.0
15,156,0.0
15,157,0.0
15,158,0.0
15,159,0.0
15,160,0.0
15,161,0.0
15,162,0.0
15,163,0.0
15,164,0.0
15,165,0.0
15,166,0.0
15,167,0.0
15,168,0.0
15,169,0.0
15,170,0.0
15,171,0.0
15,172,0.0
15,173,0.0
15,174,0.0
15,175,0.0
15,176,0.0
15,177,0.0
15,178,0.0
15,179,0.0
15,180,0.0
15,181,0.0
15,182,0.0
15,183,0.0
15,184,0.0
15,185,0.0
15,186,0.0
15,187,0.0
15,188,0.0
15,189,0.0
15,190,0.0
15,191,0.0
15,192,0.0
15,193,0.0
15,194,0.0
15,195,0.0
15,196,0.0
15,197,0.0
15,198,0.0
15,199,0.0
15,200,0.0
16,0,0.025
16,1,0.08
16,2,0.15
16,3,0.245
16,4,0.385
16,5,0.545
16,6,0.625
16,7,0.65
16,8,0.655
16,9,0.63
16,10,0.58
16,11,0.54
16,12,0.49
16,13,0.45
16,14,0.39
16,15,0.355
16,16,0.33
16,17,0.285
16,18,0.265
16,19,0.25
16,20,0.24
16,21,0.215
16,22,0.195
16,23,0.155
16,24,0.14
16,25,0.135
16,26,0.12
16,27,0.115
16,28,0.1
16,29,0.09
16,30,0.08
16,31,0.065
16,32,0.055
16,33,0.05
16,34,0.045
16,35,0.04
16,36,0.04
16,37,0.04
16,38,0.04
16,39,0.035
16,40,0.035
16,41,0.035
16,42,0.025
16,43,0.02
16,44,0.02
16,45,0.02
16,46,0.015
16,47,0.015
16,48,0.015
16,49,0.015
16,50,0.015
16,51,0.01
16,52,0.005
16,53,0.005
16,54,0.005
16,55,0.0
16,56,0.0
16,57,0.0
16,58,0.0
16,59,0.0
16,60,0.0
16,61,0.0
16,62,0.0
16,63,0.0
16,64,0.0
16,65,0.0
16,66,0.0
16,67,0.0
16,68,0.0
16,69,0.0
16,70,0.0
16,71,0.0
16,72,0.0
16,73,0.0
16,74,0.0
16,75,0.0
16,76,0.0
16,77,0.0
16,78,0.0
16,79,0.0
16,80,0.0
16,81,0.0
16,82,0.0
16,83,0.0
16,84,0.0
16,85,0.0
16,86,0.0
16,87,0.0
16,88,0.0
16,89,0.0
16,90,0.0
16,91,0.0
16,92,0.0
16,93,0.0
16,94,0.0
16,95,0.0
16,96,0.0
16,97,0.0
16,98,0.0
16,99,0.0
16,100,0.0
16,101,0.0
16,102,0.0
16,103,0.0
16,104,0.0
16,105,0.0
16,106,0.0
16,107,0.0
16,108,0.0
16,109,0.0
16,110,0.0
16,111,0.0
16,112,0.0
16,113,0.0
16,114,0.0
16,115,0.0
16,116,0.0
16,117,0.0
16,118,0.0
16,119,0.0
16,120,0.0
16,121,0.0
16,122,0.0
16,123,0.0
16,124,0.0
16,125,0.0
16,126,0.0
16,127,0.0
16,128,0.0
16,129,0.0
16,130,0.0
16,131,0.0
16,132,0.0
16,133,0.0
16,134,0.0
16,135,0.0
16,136,0.0
16,137,0.0
16,138,0.0
16,139,0.0
16,140,0.0
16,141,0.0
16,142,0.0
16,143,0.0
16,144,0.0
16,145,0.0
16,146,0.0
16,147,0.0
16,148,0.0
16,149,0.0
16,150,0.0
16,151,0.0
16,152,0.0
16,153,0.0
16,154,0.0
16,155,0.0
16,156,0.0
16,157,0.0
16,158,0.0
16,159,0.0
16,160,0.0
16,161,0.0
16,162,0.0
16,163,0.0
16,164,0.0
16,165,0.0
16,166,0.0
16,167,0.0
16,168,0.0
16,169,0.0
16,170,0.0
16,171,0.0
16,172,0.0
16,173,0.0
16,174,0.0
16,175,0.0
16,176,0.0
16,177,0.0
16,178,0.0
16,179,0.0
16,180,0.0
16,181,0.0
16,182,0.0
16,183,0.0
16,184,0.0
16,185,0.0
16,186,0.0
16,187,0.0
16,188,0.0
16,189,0.0
16,190,0.0
16,191,0.0
16,192,0.0
16,193,0.0
16,194,0.0
16,195,0.0
16,196,0.0
16,197,0.0
16,198,0.0
16,199,0.0
16,200,0.0
17,0,0.025
17,1,0.045
17,2,0.085
17,3,0.16
17,4,0.245
17,5,0.33
17,6,0.44
17,7,0.565
17,8,0.635
17,9,0.645
17,10,0.635
17,11,0.6
17,12,0.555
17,13,0.525
17,14,0.48
17,15,0.435
17,16,0.395
17,17,0.365
17,18,0.355
17,19,0.31
17,20,0.29
17,21,0.28
17,22,0.255
17,23,0.245
17,24,0.24
17,25,0.22
17,26,0.21
17,27,0.2
17,28,0.185
17,29,0.17
17,30,0.14
17,31,0.125
17,32,0.11
17,33,0.105
17,34,0.1
17,35,0.085
17,36,0.07
17,37,0.07
17,38,0.07
17,39,0.065
17,40,0.055
17,41,0.045
17,42,0.045
17,43,0.035
17,44,0.035
17,45,0.035
17,46,0.025
17,47,0.025
17,48,0.025
17,49,0.02
17,50,0.02
17,51,0.015
17,52,0.015
17,53,0.01
17,54,0.01
17,55,0.005
17,56,0.005
17,57,0.005
17,58,0.005
17,59,0.005
17,60,0.005
17,61,0.005
17,62,0.005
17,63,0.005
17,64,0.005
17,65,0.005
17,66,0.005
17,67,0.005
17,68,0.005
17,69,0.005
17,70,0.005
17,71,0.005
17,72,0.005
17,73,0.005
17,74,0.005
17,75,0.005
17,76,0.005
